0.00146200,0.00046600,0.01386600,0.00000000
0.00225800,0.00129500,0.01833100,0.00000000
0.00327900,0.00230500,0.02370800,0.57735026
0.00451200,0.00349000,0.02996500,0.81649661
0.00595000,0.00484300,0.03713000,1.00000000
0.00758800,0.00635600,0.04497300,1.00000000
0.00942600,0.00802200,0.05284400,1.00000000
0.01146500,0.00982800,0.06075000,1.00000000
0.01370800,0.01177100,0.06866700,1.00000000
0.01615600,0.01384000,0.07660300,1.00000000
0.01881500,0.01602600,0.08458400,1.00000000
0.02169200,0.01832000,0.09261000,1.00000000
0.02479200,0.02071500,0.10067600,1.00000000
0.02812300,0.02320100,0.10878700,1.00000000
0.03169600,0.02576500,0.11696500,1.00000000
0.03552000,0.02839700,0.12520900,1.00000000
0.03960800,0.03109000,0.13351500,1.00000000
0.04383000,0.03383000,0.14188600,1.00000000
0.04806200,0.03660700,0.15032700,1.00000000
0.05232000,0.03940700,0.15884100,1.00000000
0.05661500,0.04216000,0.16744600,1.00000000
0.06094900,0.04479400,0.17612900,1.00000000
0.06533000,0.04731800,0.18489200,1.00000000
0.06976400,0.04972600,0.19373500,1.00000000
0.07425700,0.05201700,0.20265999,1.00000000
0.07881500,0.05418400,0.21166700,1.00000000
0.08344600,0.05622500,0.22075500,1.00000000
0.08815500,0.05813300,0.22992200,1.00000000
0.09294900,0.05990400,0.23916399,1.00000000
0.09783300,0.06153100,0.24847700,1.00000000
0.10281500,0.06301000,0.25785401,1.00000000
0.10789900,0.06433500,0.26728901,1.00000000
0.11309400,0.06549200,0.27678400,1.00000000
0.11840500,0.06647900,0.28632101,1.00000000
0.12383300,0.06729500,0.29587901,1.00000000
0.12938000,0.06793500,0.30544299,1.00000000
0.13505299,0.06839100,0.31500000,1.00000000
0.14085799,0.06865400,0.32453799,1.00000000
0.14678501,0.06873800,0.33401099,1.00000000
0.15283900,0.06863700,0.34340400,1.00000000
0.15901799,0.06835400,0.35268801,1.00000000
0.16530800,0.06791100,0.36181599,1.00000000
0.17171299,0.06730500,0.37077099,1.00000000
0.17821200,0.06657600,0.37949699,1.00000000
0.18480100,0.06573200,0.38797301,1.00000000
0.19146000,0.06481800,0.39615199,1.00000000
0.19817699,0.06386200,0.40400901,1.00000000
0.20493500,0.06290700,0.41151401,1.00000000
0.21171799,0.06199200,0.41864699,1.00000000
0.21851200,0.06115800,0.42539200,1.00000000
0.22530200,0.06044500,0.43174201,1.00000000
0.23207700,0.05988900,0.43769500,1.00000000
0.23882601,0.05951700,0.44325599,1.00000000
0.24554300,0.05935200,0.44843599,1.00000000
0.25222000,0.05941500,0.45324799,1.00000000
0.25885701,0.05970600,0.45771000,1.00000000
0.26544699,0.06023700,0.46184000,1.00000000
0.27199399,0.06099400,0.46566001,1.00000000
0.27849299,0.06197800,0.46919000,1.00000000
0.28495100,0.06316800,0.47245100,1.00000000
0.29136601,0.06455300,0.47546199,1.00000000
0.29774001,0.06611700,0.47824299,1.00000000
0.30408099,0.06783500,0.48081201,1.00000000
0.31038201,0.06970200,0.48318601,1.00000000
0.31665400,0.07169000,0.48537999,1.00000000
0.32289901,0.07378200,0.48740801,1.00000000
0.32911399,0.07597200,0.48928699,1.00000000
0.33530799,0.07823600,0.49102399,1.00000000
0.34148201,0.08056400,0.49263099,1.00000000
0.34763601,0.08294600,0.49412099,1.00000000
0.35377300,0.08537300,0.49550101,1.00000000
0.35989800,0.08783100,0.49677801,1.00000000
0.36601201,0.09031400,0.49796000,1.00000000
0.37211600,0.09281600,0.49905300,1.00000000
0.37821099,0.09533200,0.50006700,1.00000000
0.38429901,0.09785500,0.50100201,1.00000000
0.39038399,0.10037900,0.50186402,1.00000000
0.39646700,0.10290200,0.50265801,1.00000000
0.40254799,0.10542000,0.50338602,1.00000000
0.40862900,0.10793000,0.50405198,1.00000000
0.41470900,0.11043100,0.50466198,1.00000000
0.42079100,0.11292000,0.50521499,1.00000000
0.42687699,0.11539500,0.50571400,1.00000000
0.43296701,0.11785500,0.50616002,1.00000000
0.43906200,0.12029800,0.50655502,1.00000000
0.44516301,0.12272400,0.50690103,1.00000000
0.45127100,0.12513199,0.50719798,1.00000000
0.45738599,0.12752201,0.50744802,1.00000000
0.46350801,0.12989300,0.50765198,1.00000000
0.46963999,0.13224500,0.50780898,1.00000000
0.47578001,0.13457701,0.50792098,1.00000000
0.48192900,0.13689101,0.50798899,1.00000000
0.48808801,0.13918599,0.50801098,1.00000000
0.49425799,0.14146200,0.50798798,1.00000000
0.50043797,0.14371900,0.50792003,1.00000000
0.50662899,0.14595801,0.50780600,1.00000000
0.51283097,0.14817899,0.50764799,1.00000000
0.51904500,0.15038300,0.50744301,1.00000000
0.52526999,0.15256900,0.50719202,1.00000000
0.53150702,0.15473901,0.50689501,1.00000000
0.53775501,0.15689400,0.50655103,1.00000000
0.54401499,0.15903300,0.50615901,1.00000000
0.55028701,0.16115800,0.50571901,1.00000000
0.55657101,0.16326900,0.50523001,1.00000000
0.56286597,0.16536801,0.50469202,1.00000000
0.56917202,0.16745400,0.50410497,1.00000000
0.57549000,0.16953000,0.50346601,1.00000000
0.58181900,0.17159601,0.50277698,1.00000000
0.58815801,0.17365199,0.50203502,1.00000000
0.59450799,0.17570101,0.50124103,1.00000000
0.60086799,0.17774300,0.50039399,1.00000000
0.60723799,0.17977899,0.49949199,1.00000000
0.61361700,0.18181100,0.49853599,1.00000000
0.62000501,0.18384001,0.49752399,1.00000000
0.62640101,0.18586700,0.49645600,1.00000000
0.63280499,0.18789300,0.49533200,1.00000000
0.63921601,0.18992101,0.49415001,1.00000000
0.64563298,0.19195201,0.49291000,1.00000000
0.65205598,0.19398600,0.49161100,1.00000000
0.65848303,0.19602700,0.49025300,1.00000000
0.66491503,0.19807500,0.48883599,1.00000000
0.67134899,0.20013300,0.48735800,1.00000000
0.67778599,0.20220301,0.48581901,1.00000000
0.68422401,0.20428599,0.48421901,1.00000000
